iter	RMSE
504	0.1988481215
505	0.1986856646
506	0.1985164517
507	0.1981412399
508	0.1979056794
509	0.1975657573
510	0.1973550054
511	0.1971349873
512	0.1967782002
513	0.1966363442
514	0.1964569787
515	0.1963292256
516	0.1961170284
517	0.1959852828
518	0.1958739484
519	0.1956709509
520	0.1953413527
521	0.1952255626
522	0.1950657167
523	0.1948932037
524	0.1944988933
525	0.1943012286
526	0.1941693871
527	0.194032895
528	0.1937553807
529	0.1936075803
530	0.1933497105
531	0.1931720506
532	0.1930699515
533	0.1929229506
534	0.1927191879
535	0.1925679378
536	0.1922495878
537	0.1921057489
538	0.1919888955
539	0.1917037114
540	0.1915703449
541	0.1914171609
542	0.1913037117
543	0.1910985029
544	0.1909966332
545	0.1908219049
546	0.1906452099
547	0.190543121
548	0.1902518055
549	0.190141338
550	0.1898191408
551	0.189576874
552	0.1894773568
553	0.1893662307
554	0.1891051948
555	0.1889359381
556	0.1887897307
557	0.1887198911
558	0.1886290666
559	0.1884904932
560	0.1883440643
561	0.1882145285
562	0.1881154294
563	0.1879725001
564	0.1877927089
565	0.1876881052
566	0.1875549226
567	0.1872978802
568	0.1871731711
569	0.1869359841
570	0.1867940774
571	0.186627453
572	0.186393929
573	0.1862920903
574	0.1861667307
575	0.1858887043
576	0.1857807383
577	0.1856851147
578	0.1856074284
579	0.1854657836
580	0.1853512724
581	0.1850646849
582	0.1849452136
583	0.1848168187
584	0.1846452062
585	0.1844904013
586	0.1843353529
587	0.1842421362
588	0.1841237676
589	0.18398395
590	0.1838603652
591	0.1835979217
592	0.1835068634
593	0.1834044635
594	0.1832644008
595	0.1831744357
596	0.1829900842
597	0.1827101505
598	0.1825716481
599	0.18248735
600	0.1823991536
601	0.1823112515
602	0.1822080471
603	0.1820800279
604	0.1818353995
605	0.1817342158
606	0.1814973421
607	0.1814104678
608	0.181288148
609	0.1812078505
610	0.1810855232
611	0.1808669177
612	0.1806579812
613	0.1804471205
614	0.180358977
615	0.180163088
616	0.1800683265
617	0.1799578938
618	0.1797082141
619	0.1796316193
620	0.1795253338
621	0.1793767717
622	0.1792639879
623	0.1791847332
624	0.1790775134
625	0.1789653814
626	0.1788746021
627	0.1787643956
628	0.1786856307
629	0.1785637783
630	0.178374695
631	0.1781757786
632	0.1780322033
633	0.1779448117
634	0.1778025767
635	0.1776859666
636	0.1774776383
637	0.1773403253
638	0.1771598562
639	0.1769547088
640	0.1768393966
641	0.1767574296
642	0.1766788953
643	0.1765611874
644	0.1764746691
645	0.1763319318
646	0.1760820468
647	0.1758771791
648	0.1758119713
649	0.175740984
650	0.1756328122
651	0.1755503586
652	0.1753984402
653	0.1753204722
654	0.1751387268
655	0.1750700622
656	0.174851741
657	0.1747495917
658	0.174645586
659	0.1744691891
660	0.1743046502
661	0.1741217535
662	0.1739305106
663	0.1738498772
664	0.1737944133
665	0.1736386773
666	0.173519557
667	0.1734415437
668	0.1733374739
669	0.1732609318
670	0.17320469
671	0.1731397238
672	0.1730682173
673	0.1730042947
674	0.1728134102
675	0.1727080381
676	0.1725815591
677	0.1723989507
678	0.1723063402
679	0.1721282186
680	0.171966623
681	0.1718669238
682	0.1717225405
683	0.171657013
684	0.1715917955
685	0.1714944321
686	0.1713872118
687	0.1712960874
688	0.1712254982
689	0.1711289619
690	0.1710221676
691	0.1709530199
692	0.1708520049
693	0.170735332
694	0.1705756541
695	0.1704704006
696	0.1703895439
697	0.1703346243
698	0.1702467439
699	0.1701801324
700	0.1701296665
701	0.1699375735
702	0.1698795353
703	0.1696910478
704	0.1696290684
705	0.1694572588
706	0.1694117387
707	0.1693508796
708	0.1692660424
709	0.1691454922
710	0.1689865596
711	0.1688888177
712	0.1688132005
713	0.1687348695
714	0.1686721428
715	0.1685416203
716	0.1684863209
717	0.168407993
718	0.168317592
719	0.168252331
720	0.1681952084
721	0.1681176698
722	0.1680569981
723	0.1679637456
724	0.1678055812
725	0.1676505457
726	0.167609669
727	0.167470124
728	0.1674156683
729	0.1673560233
730	0.1672148534
731	0.1671122247
732	0.1670671334
733	0.166972258
734	0.1669055306
735	0.1667828048
736	0.1666329887
737	0.1665602303
738	0.1664223784
739	0.1663437045
740	0.1663024315
741	0.1662466679
742	0.1661800695
743	0.1660964525
744	0.1660515292
745	0.1659856378
746	0.1658565831
747	0.1658062792
748	0.1657377
749	0.1656718818
750	0.1655385451
751	0.1654858321
752	0.1654361904
753	0.1653198813
754	0.1652468165
755	0.1651965495
756	0.1651395796
757	0.1650760982
758	0.1650157239
759	0.1649595627
760	0.164835189
761	0.164782181
762	0.1647040725
763	0.164617528
764	0.1644974333
765	0.1644163763
766	0.1643383627
767	0.1641860411
768	0.1640903819
769	0.1640392058
770	0.1639061635
771	0.1638518025
772	0.1638048102
773	0.1637208201
774	0.1636652149
775	0.1635974634
776	0.1634871628
777	0.1634448369
778	0.1633947201
779	0.1633422268
780	0.1632643985
781	0.1632127971
782	0.1631439238
783	0.1630698836
784	0.1629318475
785	0.1628093016
786	0.1627584911
787	0.1626396141
788	0.1625503138
789	0.1624840293
790	0.1624146633
791	0.1623715336
792	0.1623012902
793	0.1621665064
794	0.1621215485
795	0.1620648325
796	0.1620134058
797	0.1619922276
798	0.1618920935
799	0.1618488578
800	0.1618076131
801	0.1617443287
802	0.1616466234
803	0.1615847616
804	0.1615447023
805	0.1614634908
806	0.1613915314
807	0.1613266009
808	0.1612552067
809	0.1611296048
810	0.1610723839
811	0.1610316584
812	0.1609377044
813	0.1608914483
814	0.160834994
815	0.1607741935
816	0.1607110799
817	0.160664262
818	0.1606128406
819	0.1605754278
820	0.1605248505
821	0.1604387182
822	0.1603482652
823	0.1602855057
824	0.160169351
825	0.1601153705
826	0.1600487495
827	0.1599989658
828	0.159964895
829	0.1599190495
830	0.1598564851
831	0.1597950888
832	0.1597296125
833	0.1596910128
834	0.1596210179
835	0.1595406734
836	0.1595021081
837	0.1594006882
838	0.1593578847
839	0.1592658267
840	0.1591944323
841	0.1591528126
842	0.1590691504
843	0.1590320549
844	0.15893529
845	0.1588930921
846	0.158832897
847	0.1587605479
848	0.1587263539
849	0.1586500139
850	0.1585911935
851	0.158549302
852	0.1585076714
853	0.1584730734
854	0.1584258488
855	0.1583972176
856	0.1583181918
857	0.1582779187
858	0.1582390661
859	0.1581464248
860	0.158055351
861	0.1579982377
862	0.1578941816
863	0.1578488106
864	0.1577733904
865	0.1577348889
866	0.1576317385
867	0.157567266
868	0.157511066
869	0.1574670291
870	0.157423313
871	0.1573853179
872	0.1573330152
873	0.1572862968
874	0.1572281863
875	0.1571510791
876	0.1571013714
877	0.157046472
878	0.156968755
879	0.1569298526
880	0.1568679409
881	0.1568080621
882	0.1567253326
883	0.1566823594
884	0.1566526987
885	0.1566026778
886	0.1565523089
887	0.1565119851
888	0.1564312801
889	0.1563914192
890	0.1563451756
891	0.1562899604
892	0.1562380169
893	0.1561916626
894	0.1561462626
895	0.1561031717
896	0.156064345
897	0.1560220565
898	0.1559769775
899	0.1559342593
900	0.1558928832
901	0.1558352285
902	0.1557810515
903	0.1557515052
904	0.1556736333
905	0.1556418508
906	0.1556072803
907	0.1555557482
908	0.1555091472
909	0.1554566989
910	0.1554342757
911	0.1553988755
912	0.1553498921
913	0.1553181821
914	0.1552732349
915	0.1552295588
916	0.1552028054
917	0.1551653916
918	0.1551290209
919	0.1550906417
920	0.1550549198
921	0.1550004087
922	0.1549113928
923	0.1548565947
924	0.1548163611
925	0.1547418964
926	0.1547143636
927	0.1546792271
928	0.154628521
929	0.1545959495
930	0.1545449192
931	0.1544854896
932	0.1544394083
933	0.1543887435
934	0.1543090992
935	0.1542673652
936	0.1542224398
937	0.1541870592
938	0.1541148861
939	0.1540514384
940	0.1539808817
941	0.1539364594
942	0.1538878479
943	0.1538309791
944	0.1537888588
945	0.1537543003
946	0.1537154365
947	0.1536569477
948	0.1536090293
949	0.1535588358
950	0.1535115987
951	0.1534718086
952	0.1534238825
953	0.1533906274
954	0.1533591495
955	0.1533167937
956	0.153249192
957	0.1531946339
958	0.1531557236
959	0.1531240174
960	0.1530819795
961	0.1530507594
962	0.1530145121
963	0.1529575114
964	0.1528800581
965	0.1528594391
966	0.152821689
967	0.1527581453
968	0.1527113985
969	0.1526688127
970	0.1526408199
971	0.1526005063
972	0.1525504949
973	0.1525041434
974	0.1524298598
975	0.1523776393
976	0.1523486677
977	0.1523087707
978	0.15226753
979	0.1522225056
980	0.1521725734
981	0.1521440069
982	0.1520765342
983	0.1520423674
984	0.152005976
985	0.1519611217
986	0.1519285879
987	0.1518826934
988	0.1518520868
989	0.1517937192
990	0.1517432423
991	0.1517152282
992	0.1516747517
993	0.1516376922
994	0.1515862162
995	0.1515476055
996	0.1515172036
997	0.1514593916
998	0.1514019692
999	0.1513463886
